Unnamed: 0.1,Unnamed: 0,ID,COUN,COUN_MAP,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,Field1,SIT,SEX_MAP,RELI_MAP,PRAC_MAP,FOCC_MAP,MOCC_MAP,FIEL_MAP,COUN_MAP.1,model_completion
6465,6539,6540,27,malawi,1,29,2,1,8.0,8.0,8.0,2.0,fear,It was last week on Saturday night when I was at Mchesi. I feared to cross the Lilongwe River Bridge to come back to School due to darkness - until somebody had to escort me.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Fear
6466,6540,6541,27,malawi,1,29,2,1,8.0,8.0,8.0,3.0,anger,"It was at Malawi Army, Dormer Squadron, when some of my workmates got promoted to Seargents (sgts); we were having similar Ranks.",male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Equanimity
6467,6541,6542,27,malawi,1,29,2,1,8.0,8.0,8.0,4.0,sadness,"It was mid May 1985, When we had a Test on Nursing. My classmate had an answer sheet, so he tried to peep. The Nursing Tutor caught him. During this time I was turning my question paper and it made noise. This friend blamed me of causing the whole matter for him to be caught.",male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6468,6542,6543,27,malawi,1,29,2,1,8.0,8.0,8.0,5.0,disgust,In May somebody blamed me that I made him to be caught while peeping during the Nursing Test which made me feel disgusted.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6469,6543,6544,27,malawi,1,29,2,1,8.0,8.0,8.0,6.0,shame,"In our class we had a test on Nursing, so a friend from the Army was caught peeping, by using a paper which had already answers which was written by him. So all of us from the Army got ashamed.",male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6470,6544,6545,27,malawi,1,29,2,1,8.0,8.0,8.0,7.0,guilt,It was on January 1st 1985 when I accidentally broke a Fanta bottle in a certain bottle store in Zomba.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Regret.
6471,6545,6546,27,malawi,1,24,1,1,5.0,5.0,8.0,1.0,joy,I felt joy when I heard over the radio that I had been successful in my Primary School Leaving Certificate Examination and was selected for Secondary School.,male,protestant,practicing,blue collar trained,blue collar trained,medical,malawi,Joy
6472,6546,6547,27,malawi,1,24,1,1,5.0,5.0,8.0,2.0,fear,One day I was busy day dreaming along the road and suddenly I heard the sound of jamming car braked behind me. I woke up from my dreams and it was about to crash me.,male,protestant,practicing,blue collar trained,blue collar trained,medical,malawi,Gratitude
6473,6547,6548,27,malawi,1,24,1,1,5.0,5.0,8.0,3.0,anger,"When I was doing my last year at Secondary School I was robbed of my clothes, wristwatch and my pair of shoes. After investigations it was found that all the things were stolen by one of the boys in our hostel.",male,protestant,practicing,blue collar trained,blue collar trained,medical,malawi,Compassion
6474,6548,6549,27,malawi,1,24,1,1,5.0,5.0,8.0,4.0,sadness,It was on 9th January 1983 when I received a message from home telling me that my father passed away on the previous day with a history of cancer of the oesophagus. This time I was doing my third year of my Secondary School.,male,protestant,practicing,blue collar trained,blue collar trained,medical,malawi,Grief
6475,6549,6550,27,malawi,1,24,1,1,5.0,5.0,8.0,5.0,disgust,I was stopped from entering a party while I was at School but I had an Invitation card with me. This was done because they said I was too young to join elderly people.,male,protestant,practicing,blue collar trained,blue collar trained,medical,malawi,Acceptance
6476,6550,6551,27,malawi,1,24,1,1,5.0,5.0,8.0,6.0,shame,In 1972 I failed my Examination because of my own crooky behaviour of dodging from Examinations.,male,protestant,practicing,blue collar trained,blue collar trained,medical,malawi,Regret
6477,6551,6552,27,malawi,1,24,1,1,5.0,5.0,8.0,7.0,guilt,"A child was admitted in hospital with Meningitis. I was asked to do lumber puncture to obtain Celebral Spinal fluid for diagnostic purposes. Since the condition was already bad, the child died as soon as I finished the procedure.",male,protestant,practicing,blue collar trained,blue collar trained,medical,malawi,Compassion
6478,6552,6553,27,malawi,1,21,2,1,8.0,1.0,8.0,1.0,joy,When I had an anticipatory honey-moon with my fiancTe.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Joy
6479,6553,6554,27,malawi,1,21,2,1,8.0,1.0,8.0,2.0,fear,When it was found that I had gone out of the school premises without permisssion and at the wrong time.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Regret
6480,6554,6555,27,malawi,1,21,2,1,8.0,1.0,8.0,3.0,anger,When a classmate hit me on my occipital region when I was busy studying and concentrating on my classnotes.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6481,6555,6556,27,malawi,1,21,2,1,8.0,1.0,8.0,4.0,sadness,When my father died.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Impermanence
6482,6556,6557,27,malawi,1,21,2,1,8.0,1.0,8.0,5.0,disgust,When somebody made me touch human faeces.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Disgust.
6483,6557,6558,27,malawi,1,21,2,1,8.0,1.0,8.0,6.0,shame,Soiled my short trousers with faeces.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Embarrassment
6484,6558,6559,27,malawi,1,21,2,1,8.0,1.0,8.0,7.0,guilt,When a crawling child got burnt because of my negligence to keep the child away from the fire.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Regret
6485,6559,6560,27,malawi,1,25,2,1,8.0,1.0,8.0,1.0,joy,When I heard my name being announced on the radio that I had been successful in an interview for admittance for a medical Assistant training course. I was really happy and I enjoyed myself by dancing to music from the Radio cassette.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Joy
6486,6560,6561,27,malawi,1,25,2,1,8.0,1.0,8.0,2.0,fear,One time I was injured when I was playing football at School in Blantyre. I was brought to the hospital while my leg was totally swollen. The x-rays confirmed there was no fracture but collection of blood n the muscles. I feared when they started to incise the swollen part with surgical blade.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Fear
6487,6561,6562,27,malawi,1,25,2,1,8.0,1.0,8.0,3.0,anger,One day I was really angry when all my food was eaten by a dog. My anger was against my mother because she was careless. She didn't keep the food in a hidden and proper place.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion.
6488,6562,6563,27,malawi,1,25,2,1,8.0,1.0,8.0,4.0,sadness,One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I didn't expect that girl to disappoint me I regarded her as being very faithful.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Sadness
6489,6563,6564,27,malawi,1,25,2,1,8.0,1.0,8.0,5.0,disgust,One time at the hospital I passed near the intensive care room. The offensive smell that came out disgusted me in such a way that I didn't even dare to enter the room.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6490,6564,6565,27,malawi,1,25,2,1,8.0,1.0,8.0,6.0,shame,At one occasion I was ashamed of being refused after a proposal for a friendship with a certain girl. I was ashamed because she refused publically in the presence of my fellow friends.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Embarrassment
6491,6565,6566,27,malawi,1,25,2,1,8.0,1.0,8.0,7.0,guilt,I once stole my father's money and denied having done it. Instead father threatened my young brother and he was beaten. He was innocent and I felt guilty.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Guilt
6492,6566,6567,27,malawi,1,30,1,1,8.0,1.0,8.0,1.0,joy,When I was selected to start Form I at Chilumba Secondary School out of the 100 pupils I was among the 4 who were successful. Family History showed that I had done better than all my brothers who had passed after repeating for several times.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Gratitude
6493,6567,6568,27,malawi,1,30,1,1,8.0,1.0,8.0,2.0,fear,We went fishing some 5 or 8 kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6494,6568,6569,27,malawi,1,30,1,1,8.0,1.0,8.0,3.0,anger,"I was angered by a classmate who poured soup on to my clothes. He was trying to use a short-cut method in getting his supper. Coming behind my back, he wasn't noticed by me and as I was retreating from a hungry congested people I knocked his plate with my head. He didn't accept being wrong but blamed me for pouring his soup.",male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6495,6569,6570,27,malawi,1,30,1,1,8.0,1.0,8.0,4.0,sadness,I was sad when my MCE grades were out. I had gone for a football match a mile away from home. The mail found me there. I was disappointed and didn't play the other half of the match.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Disappointment
6496,6570,6571,27,malawi,1,30,1,1,8.0,1.0,8.0,5.0,disgust,I was dancing Malipenga (traditional dance). I exaggerated the steps I was supposed to make in the negative way. This happened in front of spectators. It was bad for our Boma (group) because I was on the front line where ability is displayed and it is this ability that counts when choosing the winning side.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Regret.
6497,6571,6572,27,malawi,1,30,1,1,8.0,1.0,8.0,6.0,shame,News was spread that I had been found doing sexual intercourse with a small girl. At first this annoyed me but later on I became ashamed because many people seemed to believe it.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Shame.
6498,6572,6573,27,malawi,1,30,1,1,8.0,1.0,8.0,7.0,guilt,"I argued with my father on matters concerning marriage. Traditionally speaking, I was not supposed to, so I felt guilty of violating my traditions which I must hold in esteem.",male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Guilt.
6499,6573,6574,27,malawi,1,23,1,1,8.0,8.0,8.0,1.0,joy,I passed my MCE Examination. at first I was worried but when I heard my name I had joy in my heart and I arranged for a trip to attend a wedding ceremony.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Joy
6500,6574,6575,27,malawi,1,23,1,1,8.0,8.0,8.0,2.0,fear,I was studying in class at night. I was in Form II by then. There were rumours about an earthquake. That night dogs were chasing one another and passed through the window outside the classroom. Those who saw the dogs thought it was a lion and were terrified. Trying to run away the desks were dragged and there was a shaking movement. I thought it was an earthquake and jumped out of the window.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Fear
6501,6575,6576,27,malawi,1,23,1,1,8.0,8.0,8.0,3.0,anger,Someone told a lie that I had stolen his money.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion.
6502,6576,6577,27,malawi,1,23,1,1,8.0,8.0,8.0,4.0,sadness,My Uncle was beaten by his troublesome son. He fell unconscious and gained consciousness after some time. That time I was at school; this news reached me through someone.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6503,6577,6578,27,malawi,1,23,1,1,8.0,8.0,8.0,5.0,disgust,"I felt disgust when I received visitors at an odd hour. I was seriously preparing for Examinations, so I did not appreciate their coming.",male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Disgust.
6504,6578,6579,27,malawi,1,23,1,1,8.0,8.0,8.0,6.0,shame,I answered a certain question from Dr. Maqgda wrongly. She asked something about Femur and my answer was saying something concerning the brain. So I was very ashamed amongst my friends.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Embarrassment
6505,6579,6580,27,malawi,1,23,1,1,8.0,8.0,8.0,7.0,guilt,I wrote a bad letter to someone concerning our relationship which we created ourselves.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Regret
6506,6580,6581,27,malawi,2,23,2,1,5.0,1.0,8.0,1.0,joy,I met a certain lady at Mchesi and I proposed a word of love to her and at the same time she accepted my proposal.,female,catholic,practicing,blue collar trained,housewife,medical,malawi,Joy
6507,6581,6582,27,malawi,2,23,2,1,5.0,1.0,8.0,2.0,fear,My father gave me money for school fees and I didn't pay school fees instead I spent it on beer and did not tell him about this.,female,catholic,practicing,blue collar trained,housewife,medical,malawi,Regret
6508,6582,6583,27,malawi,2,23,2,1,5.0,1.0,8.0,3.0,anger,There was a cup final match between Limbe Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me.,female,catholic,practicing,blue collar trained,housewife,medical,malawi,Acceptance
